Player,PassTD,INT,SACKS,RecTD,RUSH_ATT,RushTD,RUSH_RECEIVE_TD,TD.1,LG,20+,FL,FPTS,FPTS/G,ROST,AIR/A,PKT TIME,SK,KNCK,HRRY,BLITZ,POOR,RZ ATT,RTG,CMP,PassATT,PCT,PassYDS,Y/A,Y/ATT,YBCON,YBCON/ATT,YACON/ATT,TK LOSS,TK LOSS YDS,LNG TD,YACON.1,RushATT,RushYDS,YBC,YBC/R,AIR/R,YAC,YAC/R,YACON/R,% TM,CATCHABLE,RecYDS,Y/R,AIR,DROP,YACON,BRKTKL,LNG,RZ TGT,REC,TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,Rank,G,Pos,Team,week1Targets,week2Targets,week3Targts,week4Targets,week5Targets,week6Targets,week7Targets,week8Targets,week9Targets,week10Targets,week11Targets,week12Targets,week13Targets,week14Targets,week15Targets,week16Targets,week17Targets,week18Targets,TTL,AVG
Brycen Hopkins,,,,,,,0.0,0.0,29.0,2.0,0.0,12.8,0.9,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,46.0,9.2,13.2,32.0,6.4,2.6,1.3%,5.0,78,15.6,66,0.0,13.0,0.0,29.0,1.0,5.0,7.0,3.0,2.0,0.0,0.0,0.0,84.0,15.0,TE,LAR,2,0,0,1,0,0,1,0,0,bye,0,-,-,0,0,0,0,3,7.0,0.5
Brycen Tremayne,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,247.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Byron Pringle,,,,0.0,0,0.0,,,26.0,1.0,1.0,28.1,1.8,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,130,9.3,21.9,31.0,2.2,0.4,3.7%,14.0,161,11.5,307,0.0,5.0,0.0,26.0,0.0,14.0,22.0,10.0,1.0,0.0,0.0,0.0,145.0,16.0,WR,WAS,-,1,0,2,2,0,1,1,4,2,3,2,0,bye,1,2,1,0,22.0,1.4
C.J. Beathard,1.0,0.0,6.0,,,0.0,,,,,0.0,21.5,2.7,0.9%,4.0,2.2,6.0,5.0,1.0,14.0,4.0,10.0,55.0,40.0,53.0,75.5,349,6.6,,,,,,,,,8.0,35.0,,,,,,,,,,,214,2.0,,,,,,,15.0,2.0,1.0,1.0,0.0,58.0,8.0,,,,,,,,,,,,,,,,,,,,,,
C.J. Ham,,,,,,,0.0,0.0,7.0,0.0,0.0,10.2,0.6,0.1%,,,,,,,,,,,,,,7.0,7.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,7,,,,,,,,,25.0,3.6,,,2.0,0.0,7.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,114.0,17.0,RB,MIN,3,0,1,0,0,0,0,1,0,0,0,3,bye,0,0,1,0,0,9.0,0.5
C.J. Stroud,23.0,5.0,38.0,,,3.0,,,,,4.0,281.1,18.7,91.2%,5.1,2.5,38.0,38.0,47.0,126.0,94.0,58.0,100.0,319.0,499.0,63.9,"4,108",8.2,,,,,,,,,39.0,167.0,,,,,,,,,,,"2,533",18.0,,,,,,,160.0,66.0,19.0,9.0,6.0,11.0,15.0,,,,,,,,,,,,,,,,,,,,,,
C.J. Uzomah,,,,,,,1.0,0.0,19.0,0.0,0.0,19.8,1.7,0.1%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,25.0,3.1,8.0,33.0,4.1,2.6,2.1%,9.0,58,7.3,64,1.0,21.0,2.0,19.0,4.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,77.0,12.0,TE,NYJ,0,0,1,1,2,1,bye,1,5,1,0,0,0,-,-,-,-,-,12.0,1.0
Cade Johnson,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,286.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cade Otton,,,,,,,4.0,0.0,27.0,6.0,1.0,116.5,6.9,26.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,235.0,5.0,9.6,220.0,4.7,1.1,12.2%,50.0,455,9.7,452,3.0,54.0,4.0,27.0,10.0,47.0,67.0,15.0,6.0,0.0,0.0,0.0,20.0,17.0,TE,TB,3,6,2,4,bye,2,6,6,9,3,5,4,0,5,2,1,6,3,67.0,3.9
Calvin Austin III,,,,1.0,11,1.0,,,72.0,4.0,0.0,52.7,3.1,0.9%,,,,,,,,,,,,,,,,,,,,,,,,57.0,107,6.3,22.2,73.0,4.3,0.3,6.2%,18.0,180,10.6,378,1.0,5.0,0.0,72.0,0.0,17.0,30.0,6.0,1.0,1.0,1.0,1.0,109.0,17.0,WR,PIT,6,4,6,5,1,bye,0,2,1,1,0,1,1,0,0,2,0,0,30.0,1.8
Calvin Ridley,,,,8.0,9,0.0,,,59.0,25.0,0.0,229.9,13.5,95.9%,,,,,,,,,,,,,,,,,,,,,,,,23.0,822,10.8,23.6,194.0,2.6,0.5,22.4%,82.0,"1,016",13.4,"1,797",6.0,39.0,1.0,59.0,26.0,76.0,136.0,43.0,17.0,5.0,2.0,1.0,18.0,17.0,WR,JAC,11,8,7,2,8,8,4,10,bye,3,9,6,8,13,12,9,8,10,136.0,8.0
Cam Akers,,,,,,,2.0,0.0,19.0,0.0,0.0,46.7,6.7,20.5%,,,,,,,,,,,,,,2.8,2.8,100.0,1.7,1.1,12.0,-34.0,6.0,34.0,60.0,167,,,,,,,,,70.0,6.4,,,67.0,6.0,19.0,2.0,11.0,12.0,4.0,0.0,0.0,0.0,0.0,66.0,7.0,RB,MIN,0,-,-,2,2,1,3,1,3,-,-,-,bye,-,-,-,-,-,12.0,1.7
Cam Sims,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,327.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Cameron Latu,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,141.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Carlos Washington Jr.,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,177.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Carson Wentz,2.0,1.0,2.0,,,1.0,,,,,0.0,27.1,13.6,0.7%,4.4,2.4,2.0,1.0,0.0,6.0,6.0,3.0,50.0,17.0,24.0,70.8,163,6.8,,,,,,,,,17.0,56.0,,,,,,,,,,,105,1.0,,,,,,,6.0,1.0,0.0,0.0,0.0,51.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Case Keenum,1.0,3.0,6.0,,,0.0,,,,,0.0,12.8,6.4,0.7%,3.7,2.5,6.0,5.0,1.0,16.0,7.0,5.0,56.0,34.0,53.0,64.2,291,5.5,,,,,,,,,2.0,1.0,,,,,,,,,,,195,2.0,,,,,,,9.0,3.0,1.0,1.0,0.0,63.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Cedric Tillman,,,,0.0,1,0.0,,,23.0,1.0,0.0,44.2,3.2,0.9%,,,,,,,,,,,,,,,,,,,,,,,,8.0,136,6.5,22.3,88.0,4.2,1.5,7.4%,22.0,224,10.7,468,1.0,32.0,2.0,23.0,7.0,21.0,44.0,10.0,1.0,0.0,0.0,0.0,118.0,14.0,WR,CLE,0,0,0,3,bye,-,-,-,1,3,2,5,6,4,8,2,4,6,44.0,3.1
Cedrick Wilson Jr.,,,,3.0,0,0.0,,,31.0,6.0,0.0,69.6,4.6,1.8%,,,,,,,,,,,,,,,,,,,,,,,,0.0,239,10.9,19.5,57.0,2.6,1.0,6.9%,23.0,296,13.5,429,1.0,21.0,0.0,31.0,5.0,22.0,38.0,13.0,5.0,1.0,0.0,0.0,90.0,15.0,WR,MIA,-,-,0,2,4,0,3,1,5,bye,4,0,0,4,3,5,4,3,38.0,2.5
CeeDee Lamb,,,,12.0,Rush14,2.0,,,92.0,41.0,2.0,403.2,23.7,100.0%,,,,,,,,,,,,,,,,,,,,,,,,113.0,"1,073",7.9,12.8,676.0,5.0,1.5,29.9%,143.0,"1,749",13.0,"1,726",6.0,207.0,11.0,92.0,31.0,135.0,181.0,73.0,29.0,8.0,3.0,1.0,1.0,17.0,WR,DAL,4,13,7,6,5,7,bye,14,16,14,9,9,17,10,10,10,17,13,181.0,10.6
Cephus Johnson III,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,89.0,3.0,WR,TB,0,-,-,0,bye,-,-,-,-,-,-,-,-,-,-,-,-,0,0.0,0.0
Chad Simpson,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Charlie Jones,,,,0.0,2,0.0,,,35.0,2.0,0.0,20.7,1.9,0.1%,,,,,,,,,,,,,,,,,,,,,,,,13.0,26,3.7,11.3,38.0,5.4,1.0,1.5%,7.0,64,9.1,79,0.0,7.0,0.0,35.0,0.0,7.0,9.0,1.0,1.0,1.0,0.0,0.0,157.0,11.0,WR,CIN,0,0,2,-,-,-,bye,-,-,-,0,0,0,0,3,1,0,3,9.0,0.8
Charlie Kolar,,,,,,,1.0,0.0,19.0,0.0,0.0,21.7,1.6,0.1%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,70.0,10.0,12.6,17.0,2.4,0.0,1.9%,9.0,87,12.4,88,2.0,0.0,0.0,19.0,2.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,76.0,14.0,TE,BAL,1,-,-,0,-,0,0,0,0,0,1,0,bye,0,1,1,1,4,9.0,0.6
Charlie Woerner,,,,,,,0.0,0.0,20.0,1.0,0.0,6.2,0.4,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,4.0,4.0,20.0,6.7,3.0,0.6%,3.0,32,10.7,12,0.0,9.0,0.0,20.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,96.0,17.0,TE,SF,0,0,0,0,0,0,0,0,bye,0,0,1,0,1,0,0,0,1,3.0,0.2
Chase Brown,,,,,,,0.0,1.0,31.0,3.0,0.0,53.5,4.5,13.1%,,,,,,,,,,,,,,4.1,4.1,52.0,1.2,2.9,9.0,-25.0,0.0,43.0,44.0,179,,,,,,,,,156.0,11.1,,,127.0,2.0,31.0,1.0,14.0,15.0,5.0,2.0,1.0,0.0,0.0,63.0,12.0,RB,CIN,-,0,0,1,1,1,bye,-,-,-,-,0,0,3,3,2,2,2,15.0,1.3
Chase Claypool,,,,1.0,0,0.0,,,20.0,1.0,0.0,21.7,2.0,2.3%,,,,,,,,,,,,,,,,,,,,,,,,0.0,52,6.5,28.8,25.0,3.1,1.1,4.4%,9.0,77,9.6,230,1.0,9.0,1.0,20.0,1.0,8.0,21.0,3.0,1.0,0.0,0.0,0.0,154.0,11.0,WR,MIA,2,8,4,-,-,-,0,2,0,bye,-,-,-,0,2,0,1,2,21.0,1.9
Chase Cota,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,270.0,1.0,WR,HOU,-,-,-,-,-,-,bye,-,-,-,-,-,-,-,-,0,-,-,0.0,0.0
Chase Edmonds,,,,,,,0.0,0.0,21.0,1.0,0.0,39.7,3.1,1.0%,,,,,,,,,,,,,,3.6,3.6,102.0,2.1,1.5,5.0,-22.0,0.0,8.0,49.0,176,,,,,,,,,81.0,5.8,,,74.0,2.0,21.0,0.0,14.0,17.0,5.0,1.0,0.0,0.0,0.0,76.0,13.0,RB,TB,0,0,-,-,bye,-,-,3,1,1,1,1,1,2,0,0,6,1,17.0,1.3
Chigoziem Okonkwo,,,,,,,1.0,0.0,39.0,7.0,0.0,113.4,6.7,38.5%,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,266.0,4.9,9.8,262.0,4.9,1.3,16.1%,61.0,528,9.8,527,6.0,69.0,5.0,39.0,6.0,54.0,77.0,25.0,6.0,1.0,0.0,0.0,21.0,17.0,TE,TEN,2,4,4,3,9,4,bye,5,4,6,2,5,6,6,3,7,4,3,77.0,4.5
Chris Blair,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,290.0,1.0,WR,ATL,-,-,-,-,-,-,-,-,-,-,bye,0,-,-,-,-,-,-,0.0,0.0
Chris Brooks,,,,,,,0.0,0.0,52.0,5.0,0.0,10.6,2.7,0.1%,,,,,,,,,,,,,,5.6,5.6,28.0,1.5,4.1,4.0,-9.0,0.0,0.0,19.0,106,,,,,,,,,0.0,0.0,,,78.0,2.0,52.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,112.0,4.0,RB,MIA,-,-,0,-,0,0,-,-,-,bye,-,-,-,-,-,-,0,-,0.0,0.0
Chris Conley,,,,0.0,0,0.0,,,48.0,3.0,0.0,9.9,1.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,41,13.7,24.7,28.0,9.3,0.0,1.3%,3.0,69,23.0,74,0.0,0.0,0.0,48.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,0.0,175.0,8.0,WR,SF,-,-,0,-,-,-,0,-,bye,-,-,-,0,0,0,0,0,6,6.0,0.8
Chris Evans,,,,,,,0.0,0.0,7.0,0.0,0.0,2.1,0.3,0.2%,,,,,,,,,,,,,,6.0,6.0,7.0,3.5,2.5,0.0,0.0,0.0,0.0,2.0,12,,,,,,,,,-1.0,-1.0,,,5.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,138.0,7.0,RB,CIN,1,-,-,-,0,0,bye,0,0,0,0,-,-,-,-,-,-,-,1.0,0.1
Chris Godwin,,,,2.0,4,1.0,,,47.0,22.0,0.0,209.2,12.3,91.6%,,,,,,,,,,,,,,,,,,,,,,,,38.0,639,7.7,14.1,385.0,4.6,0.7,23.6%,88.0,"1,024",12.3,"1,169",5.0,55.0,2.0,47.0,16.0,83.0,130.0,43.0,14.0,6.0,2.0,0.0,28.0,17.0,WR,TB,6,8,5,11,bye,7,12,7,6,6,7,7,3,11,12,10,5,7,130.0,7.6
Chris Henry,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,317.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Chris Manhertz,,,,,,,0.0,0.0,10.0,0.0,0.0,3.6,0.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,3.0,6.0,10.0,5.0,2.0,0.8%,2.0,16,8.0,12,0.0,4.0,0.0,10.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,102.0,16.0,TE,DEN,0,0,1,1,0,1,0,0,bye,1,0,0,0,0,0,0,0,-,4.0,0.3
Chris Moore,,,,0.0,2,0.0,,,49.0,17.0,0.0,68.3,4.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,39.0,367,16.7,29.1,57.0,2.6,0.9,7.3%,25.0,424,19.3,641,2.0,19.0,1.0,49.0,1.0,22.0,35.0,15.0,9.0,5.0,3.0,0.0,91.0,17.0,WR,TEN,1,1,3,3,0,1,bye,0,2,4,1,4,1,1,4,2,3,4,35.0,2.1
Chris Oladokun,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,86.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Chris Olave,,,,5.0,0,0.0,,,51.0,25.0,0.0,231.3,14.5,98.3%,,,,,,,,,,,,,,,,,,,,,,,,0.0,776,8.9,21.1,347.0,4.0,0.7,23.8%,93.0,"1,123",12.9,"1,834",6.0,59.0,3.0,51.0,11.0,87.0,138.0,45.0,16.0,5.0,3.0,1.0,16.0,16.0,WR,NO,10,11,11,6,5,10,15,9,8,9,bye,9,8,5,-,13,6,3,138.0,8.6
Chris Pierce Jr.,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,264.0,1.0,TE,CAR,-,-,-,-,-,-,bye,-,-,-,-,-,-,-,-,-,-,0,0.0,0.0
Chris Rodriguez Jr.,,,,,,,2.0,0.0,16.0,0.0,1.0,37.9,3.4,1.8%,,,,,,,,,,,,,,4.8,4.8,125.0,2.5,2.4,3.0,-5.0,12.0,4.0,51.0,247,,,,,,,,,12.0,6.0,,,122.0,5.0,16.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,78.0,11.0,RB,WAS,0,0,0,-,-,0,0,-,0,-,1,0,0,bye,0,1,-,-,2.0,0.2
Christian Kirk,,,,3.0,1,0.0,,,57.0,23.0,2.0,150.3,12.5,60.8%,,,,,,,,,,,,,,,,,,,,,,,,6.0,540,9.5,14.8,247.0,4.3,0.5,14.0%,61.0,787,13.8,842,4.0,29.0,3.0,57.0,5.0,57.0,85.0,29.0,13.0,6.0,3.0,1.0,47.0,12.0,WR,JAC,3,14,6,12,8,6,6,5,bye,11,6,7,1,-,-,-,-,-,85.0,7.1
Christian McCaffrey,,,,,,,14.0,7.0,72.0,19.0,2.0,391.3,24.5,97.9%,,,,,,,,,,,,,,5.4,5.4,886.0,3.3,2.1,25.0,-54.0,65.0,73.0,272.0,"1,459",,,,,,,,,564.0,8.4,,,573.0,13.0,72.0,16.0,67.0,83.0,44.0,9.0,4.0,3.0,3.0,1.0,16.0,RB,SF,5,3,5,8,3,3,3,7,bye,10,5,6,4,1,5,10,5,-,83.0,5.2
Christian Watson,,,,5.0,4,0.0,,,77.0,12.0,0.0,101.3,11.3,70.7%,,,,,,,,,,,,,,,,,,,,,,,,11.0,317,11.3,29.5,105.0,3.8,0.7,9.4%,31.0,422,15.1,825,3.0,19.0,0.0,77.0,13.0,28.0,53.0,14.0,5.0,3.0,2.0,2.0,68.0,9.0,WR,GB,-,-,-,4,7,bye,5,8,2,7,4,7,9,-,-,-,-,-,53.0,5.9
Chuba Hubbard,,,,,,,5.0,0.0,22.0,4.0,0.0,182.5,10.7,79.0%,,,,,,,,,,,,,,3.8,3.8,492.0,2.1,1.7,23.0,-46.0,6.0,66.0,238.0,902,,,,,,,,,233.0,6.0,,,410.0,17.0,22.0,1.0,39.0,44.0,21.0,4.0,0.0,0.0,0.0,27.0,17.0,RB,CAR,2,5,3,2,2,1,bye,2,6,2,2,5,0,2,2,1,5,2,44.0,2.6
Clayton Tune,0.0,2.0,7.0,,,1.0,,,,,1.0,9.5,1.2,0.1%,1.6,2.2,7.0,3.0,1.0,4.0,2.0,0.0,13.0,12.0,21.0,57.1,62,3.0,,,,,,,,,8.0,30.0,,,,,,,,,,,34,1.0,,,,,,,2.0,0.0,0.0,0.0,0.0,65.0,8.0,,,,,,,,,,,,,,,,,,,,,,
Clyde Edwards-Helaire,,,,,,,1.0,1.0,20.0,1.0,0.0,70.1,4.7,35.4%,,,,,,,,,,,,,,3.2,3.2,146.0,2.1,1.1,8.0,-17.0,1.0,103.0,70.0,223,,,,,,,,,188.0,11.1,,,77.0,4.0,20.0,5.0,17.0,22.0,4.0,1.0,0.0,0.0,0.0,58.0,15.0,RB,KC,1,2,1,1,0,1,1,0,-,bye,0,0,2,4,4,3,-,2,22.0,1.5
Cody Thompson,,,,0.0,0,0.0,,,10.0,0.0,0.0,2.0,0.3,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,10,10.0,,,,,,,1.0,1.0,,,,,,199.0,6.0,WR,SEA,0,0,0,1,bye,0,0,-,-,-,-,-,-,-,-,-,-,-,1.0,0.2
Cody White,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,227.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Colby Parkinson,,,,,,,2.0,0.0,27.0,5.0,0.0,61.7,3.6,0.1%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,161.0,6.4,8.9,86.0,3.4,0.4,6.2%,27.0,247,9.9,222,2.0,11.0,1.0,27.0,8.0,25.0,34.0,8.0,5.0,0.0,0.0,0.0,38.0,17.0,TE,SEA,2,3,4,1,bye,5,2,0,1,1,0,1,0,2,1,4,3,4,34.0,2.0
Cole Fotheringham,,,,,,,0.0,0.0,6.0,0.0,0.0,1.6,0.8,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,6,6.0,,,,,,,1.0,1.0,,,,,,109.0,2.0,TE,LV,-,-,-,-,-,-,-,-,-,-,-,-,bye,-,-,1,0,-,1.0,0.5
Cole Kmet,,,,,,,6.0,0.0,53.0,14.0,0.0,181.1,10.7,83.6%,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,429.0,5.9,7.5,290.0,4.0,1.4,18.9%,75.0,719,9.8,548,1.0,101.0,4.0,53.0,15.0,73.0,90.0,25.0,9.0,2.0,2.0,1.0,8.0,17.0,TE,CHI,7,6,2,9,5,3,0,10,8,7,4,7,bye,6,7,5,0,4,90.0,5.3
Cole Turner,,,,,,,0.0,0.0,29.0,2.0,0.0,23.0,1.9,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,70.0,6.4,9.5,50.0,4.5,1.7,2.5%,12.0,120,10.9,105,1.0,19.0,0.0,29.0,4.0,11.0,15.0,4.0,2.0,0.0,0.0,0.0,74.0,12.0,TE,WAS,2,2,7,0,1,0,0,-,0,-,1,1,1,bye,-,0,-,-,15.0,1.3
Collin Johnson,,,,0.0,0,0.0,,,11.0,0.0,0.0,2.1,0.7,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,11,11.0,,,,,,,1.0,1.0,,,,,,198.0,3.0,WR,CHI,-,-,-,-,-,-,-,-,-,-,-,-,bye,-,-,0,1,0,1.0,0.3
Colton Dowell,,,,0.0,0,0.0,,,3.0,0.0,0.0,1.3,0.1,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,3,3.0,,,,,,,1.0,2.0,,,,,,201.0,9.0,WR,TEN,-,-,-,1,-,0,bye,-,-,-,0,0,0,0,0,1,0,-,2.0,0.2
Connor Heyward,,,,,,,0.0,0.0,13.0,0.0,0.0,39.7,2.3,0.4%,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,73.0,3.2,7.6,94.0,4.1,0.8,7.0%,25.0,167,7.3,175,2.0,19.0,1.0,13.0,3.0,23.0,34.0,9.0,0.0,0.0,0.0,0.0,53.0,17.0,TE,PIT,4,0,2,0,4,bye,3,6,3,4,0,2,2,2,0,0,0,2,34.0,2.0
Cooper Kupp,,,,5.0,1,0.0,,,62.0,20.0,0.0,164.4,13.7,97.9%,,,,,,,,,,,,,,,,,,,,,,,,-3.0,415,7.0,13.4,322.0,5.5,1.6,17.1%,63.0,737,12.5,789,4.0,92.0,5.0,62.0,18.0,59.0,95.0,24.0,10.0,7.0,2.0,1.0,40.0,12.0,WR,LAR,-,-,-,-,12,9,7,10,7,bye,1,5,8,10,8,12,6,-,95.0,7.9
Cooper Rush,0.0,1.0,1.0,,,0.0,,,,,0.0,4.2,0.5,0.1%,3.4,2.0,1.0,0.0,0.0,12.0,6.0,1.0,67.0,18.0,24.0,75.0,144,6.0,,,,,,,,,12.0,-5.0,,,,,,,,,,,82,0.0,,,,,,,6.0,2.0,0.0,0.0,0.0,69.0,8.0,,,,,,,,,,,,,,,,,,,,,,
Cordarrelle Patterson,,,,,,,0.0,1.0,18.0,0.0,0.0,36.9,2.6,2.0%,,,,,,,,,,,,,,3.6,3.6,92.0,1.8,1.8,5.0,-12.0,0.0,10.0,50.0,181,,,,,,,,,38.0,4.2,,,89.0,2.0,18.0,2.0,9.0,12.0,5.0,0.0,0.0,0.0,0.0,79.0,14.0,RB,ATL,-,-,-,0,1,1,0,0,1,2,bye,0,2,0,3,2,0,0,12.0,0.9
Corey Clement,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,205.0,2.0,RB,ARI,-,-,-,-,0,-,-,-,-,-,0,-,-,bye,-,-,-,-,0.0,0.0
Cornell Powell,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,285.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton,,,,10.0,0,0.0,,,46.0,23.0,3.0,190.2,11.9,82.8%,,,,,,,,,,,,,,,,,,,,,,,,0.0,616,10.4,18.0,156.0,2.6,0.7,18.9%,65.0,772,13.1,"1,060",6.0,41.0,0.0,46.0,17.0,59.0,90.0,32.0,14.0,7.0,2.0,0.0,35.0,16.0,WR,DEN,5,7,11,5,3,6,6,3,bye,11,5,6,7,4,6,1,-,4,90.0,5.6
Craig Reynolds,,,,,,,1.0,0.0,19.0,0.0,2.0,29.6,2.0,1.7%,,,,,,,,,,,,,,4.4,4.4,104.0,2.5,1.8,2.0,-4.0,5.0,10.0,41.0,179,,,,,,,,,47.0,9.4,,,75.0,1.0,19.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,85.0,15.0,RB,DET,-,1,0,0,0,2,1,1,bye,0,0,0,0,0,0,0,-,0,5.0,0.3
Curtis Samuel,,,,4.0,7,1.0,,,37.0,11.0,0.0,157.2,9.8,41.5%,,,,,,,,,,,,,,,,,,,,,,,,39.0,353,5.7,9.7,260.0,4.2,1.0,15.1%,64.0,613,9.9,599,2.0,59.0,4.0,37.0,15.0,62.0,91.0,21.0,7.0,4.0,0.0,0.0,42.0,16.0,WR,WAS,5,3,4,8,7,4,8,4,-,6,2,12,5,bye,9,6,4,4,91.0,5.7
D'Andre Swift,,,,,,,5.0,1.0,43.0,10.0,1.0,199.3,12.5,96.7%,,,,,,,,,,,,,,4.6,4.6,690.0,3.0,1.6,23.0,-54.0,7.0,60.0,229.0,"1,049",,,,,,,,,214.0,5.5,,,359.0,18.0,43.0,4.0,39.0,49.0,22.0,6.0,3.0,1.0,0.0,20.0,16.0,RB,PHI,2,3,2,4,6,10,3,3,2,bye,3,1,6,0,3,0,1,-,49.0,3.1
